N;Code;New;Name;Price;Izd;Pages;Format;Date;Pressrun;Themes;Category
523;4846;ЛОЖЬ;Novell GroupWise 5.5: система электронной почты и коллективной работы;22,44;BHV С.-Петербург;480;70х100/16;29.05.2000;3000;Сети, коммуникации и сетевые продукты;Сети в целом
524;3947;ЛОЖЬ;Компьютерные сети. Книга 1: High-Performance Networking. Энциклопедия пользователя;30,00;DiaSoft;432;60х84/8;25.01.1999;3000;Сети, коммуникации и сетевые продукты;Сети в целом
525;3927;ЛОЖЬ;Компьютерные сети. Книга 2: Networking Essentials. Энциклопедия пользователя;65,00;DiaSoft;432;84х108/16;29.03.1999;3000;Сети, коммуникации и сетевые продукты;Сети в целом
526;4855;ЛОЖЬ;Frame Relay.Межсетевое взаимодействие;19,20;Век+;320;60х88/16;10.01.2000;5000;Сети, коммуникации и сетевые продукты;Сети в целом
527;5061;ЛОЖЬ;Fido Net. Руководство системного оператора;41,30;ДМК;736;70х100/16;15.05.2000;3000;Сети, коммуникации и сетевые продукты;Сети в целом
528;5171;ЛОЖЬ;Стандарты вычислительных сетей. Взаимосвязи сетей;20,54;КУДИЦ- ОБРАЗ;272;70х100/16;20.04.2000;3000;Сети, коммуникации и сетевые продукты;Сети в целом
529;2694;ЛОЖЬ;ISDN просто и доступно.;27,70;Лори;282;70х100\16;18.01.1999;3200;Сети, коммуникации и сетевые продукты;Сети в целом
530;892;ЛОЖЬ;Основы построения сетей + CD;39,58;Лори;324;84х100;;5500;Сети, коммуникации и сетевые продукты;Сети в целом
531;5074;ЛОЖЬ;CCNA Cisco Certified Network Associate;69,69;Лори;613;70х100/16;22.05.2000;3200;Сети, коммуникации и сетевые продукты;Сети в целом
532;4492;ЛОЖЬ;Безопасность сетей NT 4. В  2 - х томах;74,67;Мир;367;70х100/16;;3000;Сети, коммуникации и сетевые продукты;Сети в целом
533;2688;ЛОЖЬ;Networking Essentials. Сертификационный экзамен-эстерном.;12,00;Питер;384;60х90\16;12.11.1998;5000;Сети, коммуникации и сетевые продукты;Сети в целом
534;5134;ЛОЖЬ;Эффективная работа с Outlook 2000;25,38;Питер;656;70х100/16;27.07.2000;5000;Сети, коммуникации и сетевые продукты;Сети в целом
535;4094;ЛОЖЬ;Официальный тест MCSE 70-058. Networking Essentials;30,10;Русская редакция;392;;19.08.1999;5000;Сети, коммуникации и сетевые продукты;Сети в целом
536;721;ЛОЖЬ;Interhet Information Server. Учебный курс с приложением.;65,00;Русская редакция;408;84х108\16;28.04.1997;5000;Сети, коммуникации и сетевые продукты;Сети в целом
537;4577;ЛОЖЬ;Внутренний мир Microsoft TCP/IP;75,00;DiaSoft;496;84х108/16;23.12.1999;1500;Сети, коммуникации и сетевые продукты;Протоколы
538;5350;ЛОЖЬ;Модемы Интернет E_mail и все остальное;17,69;ДЕСС КОМ;304;70х100/16;29.11.2000;2000;Сети, коммуникации и сетевые продукты;Протоколы
539;4948;ЛОЖЬ;TCP/ IP. Архитектура, протоколы, реализация;53,39;Лори;424;84х108/16;24.05.2000;3200;Сети, коммуникации и сетевые продукты;Протоколы
540;3609;ЛОЖЬ;TCP\IP. Сертификационный экзамен -  экстерном (экзамен 70-059);12,00;Питер;416;60х90/16;;5000;Сети, коммуникации и сетевые продукты;Протоколы
541;3949;ЛОЖЬ;Microsoft TCP/IP. Учебный курс: Официальное пособие Microsoft для самостоятельной подготовки (Сертификационный экзамен 70-059). Изд. 2е, исправленное;46,28;Русская редакция;344;;25.06.1999;3000;Сети, коммуникации и сетевые продукты;Протоколы
542;4841;ЛОЖЬ;Аппаратные средства локальных сетей.Энциклопедия.;27,72;Питер;576;70х100/16;04.05.2000;5000;Сети, коммуникации и сетевые продукты;Локальные сети
543;4661;ЛОЖЬ;Сети интранет;20,28;Русская редакция;368;60х84/16;05.01.2000;3000;Сети, коммуникации и сетевые продукты;Локальные сети
544;1295;ЛОЖЬ;Microsoft BackOffice 2. Энциклопедия пользователя ( + CD-ROM ).;9,00;DiaSoft;800;60х84/8;04.05.1998;3000;Сети, коммуникации и сетевые продукты;BackOffice и  Exchange Server
545;564;ЛОЖЬ;Exchange в действии;2,46;Питер;262;70х100/16;01.04.1998;10000;Сети, коммуникации и сетевые продукты;BackOffice и  Exchange Server
546;4944;ЛОЖЬ;Exchange Server 5.5: проблемы и решения;25,38;Питер;624;70х100/16;17.04.2000;5000;Сети, коммуникации и сетевые продукты;BackOffice и  Exchange Server
547;5517;ИСТИНА;Exchange Server 2000. Справочник администратора;48,30;Эком;720;70х100/16;05.02.2001;3000;Сети, коммуникации и сетевые продукты;BackOffice и  Exchange Server
548;5075;ЛОЖЬ;Технология ADSL и  DSL;46,46;Лори;296;70х100/16;01.08.2000;3200;Сети, коммуникации и сетевые продукты;Другие книги
549;804;ЛОЖЬ;Программы просмотра WWW.;34,69;ABF;368;84х108\16;28.10.1997;5000;Использование Интернет;Броузеры
550;714;ЛОЖЬ;Netscape Navigator-ваш путь в Internet;6,60;BHV Киев;432;60х90\16;12.02.1996;10000;Использование Интернет;Броузеры
551;947;ЛОЖЬ;Навигатор Internet;8,52;BHV Киев;735;84x108\16;25.06.1995;5000;Использование Интернет;Броузеры
552;751;ЛОЖЬ;Netscape3 с СD в подлиннике;39,31;BHV С.-Петербург;0;;;0;Использование Интернет;Броузеры
553;732;ЛОЖЬ;Internet Explorer 3 в подлиннике;70,61;BHV С.-Петербург;880;70х100/16;25.04.1997;7000;Использование Интернет;Броузеры
554;1032;ЛОЖЬ;Популярные Web-броузеры. Энциклопедия пользователя ( + CD-ROM );9,00;DiaSoft;460;60х84/8;24.04.1997;3000;Использование Интернет;Броузеры
555;683;ЛОЖЬ;Использование Netscape Communication 4;11,00;Диалектика;336;70х108\16;11.11.1997;0;Использование Интернет;Броузеры
556;875;ЛОЖЬ;Microsoft Internet Explorer 4.0 для всех;8,93;Компьютер Пресс;336;84х108/32;17.10.1997;15000;Использование Интернет;Броузеры
557;1822;ЛОЖЬ;Эффективная работа с Netscape Communicator 4 c приложением.;11,58;Питер;784;70х100\16;03.06.1998;5000;Использование Интернет;Броузеры
558;2733;ЛОЖЬ;Эффективная работа с MS Internet Explorer 4;13,50;Питер;416;70х100\16;13.10.1998;3000;Использование Интернет;Броузеры
559;5084;ЛОЖЬ;В Интернет с Netscape;18,00;СОЛОН - Р;240;70х100/16;;4000;Использование Интернет;Броузеры
560;909;ЛОЖЬ;Microsoft Internet Explorer 4.0 Русская версия Шаг за шагом;17,68;Эком;238;70х100/16;24.02.1998;5000;Использование Интернет;Броузеры
561;3971;ЛОЖЬ;Самоучитель по работе в Internet и каталог ресурсов;12,00;BHV Киев;480;70х100/16;17.08.1999;4000;Использование Интернет;Учебники
562;5510;ИСТИНА;Эффективный самоучитель работы в Internet;16,00;DiaSoft;448;60х84/16;09.02.2001;3000;Использование Интернет;Учебники
563;4636;ЛОЖЬ;Обучает работе в Internet;22,00;DiaSoft;448;60х84/16;10.02.2000;3000;Использование Интернет;Учебники
564;4929;ЛОЖЬ;"Internet для ""чайников"". 7- е изд.";13,20;Вильямс;312;70х100/16;05.05.2000;8000;Использование Интернет;Учебники
565;4099;ЛОЖЬ;Освой самостоятельно Internet за 24 часа, 3е издание;24,60;Вильямс;384;70х100/16;25.10.1999;5000;Использование Интернет;Учебники
566;4278;ЛОЖЬ;Internet .Учебник ДМК;15,67;ДМК;416;70х100/16;27.08.1999;5000;Использование Интернет;Учебники
567;4856;ЛОЖЬ;Интернет для школьников;11,61;ДЭСС;240;70х100/16;11.05.2000;10000;Использование Интернет;Учебники
568;5129;ЛОЖЬ;Изучаем Интернет, создаем Web страничку;8,10;Питер;256;84х108/32;28.06.2000;5000;Использование Интернет;Учебники
569;5201;ЛОЖЬ;Интернет-тусовка;12,84;Русская редакция;240;;19.03.2000;3000;Использование Интернет;Учебники
570;3253;ЛОЖЬ;Современный самоучитель работы в сети Интернет. Быстрый старт. 3е издание;21,84;Триумф;320;70х100/16;10.04.1999;5000;Использование Интернет;Учебники
571;5196;ЛОЖЬ;Internet: для пользователя;13,80;BHV Киев;304;70х100/16;13.09.2000;5000;Использование Интернет;Справочники и энциклопедии
572;4905;ЛОЖЬ;Интернет:поиск информации и продвижение сайтов;12,78;BHV С.-Петербург;288;60х90/16;22.06.2000;3000;Использование Интернет;Справочники и энциклопедии
573;4931;ЛОЖЬ;Мировые ресурсы:2500 полезных программ для работы в Интернете.Аннотированный каталог- справочник;26,16;ДЭСС;512;70х100/16;15.06.2000;5000;Использование Интернет;Справочники и энциклопедии
574;3918;ЛОЖЬ;Интернет как инструмент для финансовых инвестиций;10,34;BHV С.-Петербург;256;60х90/16;28.04.1999;3000;Использование Интернет;Другие книги
575;4033;ЛОЖЬ;Интернет как инструмент маркетинга;13,36;BHV С.-Петербург;256;60х90/16;20.09.1999;3000;Использование Интернет;Другие книги
576;2996;ЛОЖЬ;Internet 2000;19,55;BHV С.-Петербург;448;70х100\16;26.01.1999;3000;Использование Интернет;Другие книги
577;3759;ЛОЖЬ;Internet у Вас дома, 2е издание, переработанное и дополненное;25,66;BHV С.-Петербург;752;70х100\16;17.03.1999;3000;Использование Интернет;Другие книги
578;40;ЛОЖЬ;Ответы на актуальные вопросы по Internet;5,00;DiaSoft;384;60х84/16;22.01.1996;5000;Использование Интернет;Другие книги
579;802;ЛОЖЬ;Внутренний мир World Wide Web.;9,00;DiaSoft;544;84х108/8;26.03.1997;3000;Использование Интернет;Другие книги
580;2664;ЛОЖЬ;Тонкости, хитрости и секреты Internet.;7,31;Познавательная книга плюс;192;60х84\16;06.09.1998;6000;Использование Интернет;Другие книги
581;5012;ЛОЖЬ;Всемирная паутина;15,49;Русская редакция;400;;26.06.2000;4000;Использование Интернет;Другие книги
582;3686;ЛОЖЬ;Стандарты и протоколы Интернета;22,86;Русская редакция;0;;;0;Использование Интернет;Другие книги
583;3961;ЛОЖЬ;Официальный тест MCSE 70-087: Microsoft Internet Information Server 4.0;30,33;Русская редакция;440;;25.06.1999;5000;Использование Интернет;Другие книги
584;5433;ЛОЖЬ;Базы данных в Интернете. 2е изд.;44,21;Русская редакция;448;70х100/16;05.10.2000;4000;Использование Интернет;Другие книги
585;878;ЛОЖЬ;Visual J++: основы программирования;7,20;BHV Киев;398;70х100/16;25.09.1997;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
586;5532;ИСТИНА;JavaScript.  Wеb-профессионалам;13,98;BHV Киев;240;60х90/16;20.02.2001;6000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
587;1362;ЛОЖЬ;Средства визуального проектирования на  Java.;14,52;BHV С.-Петербург;400;70х100\16;30.03.1998;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
588;5151;ЛОЖЬ;Java 2. В подлиннике;47,44;BHV С.-Петербург;1072;70х100/16;22.09.2000;4000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
589;640;ЛОЖЬ;Технология Java в подлиннике с приложением.;51,52;BHV С.-Петербург;1104;70х100\16;21.10.1998;2000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
590;5165;ЛОЖЬ;JavaScript в примерах;19,00;DiaSoft;304;70х100/16;20.10.2000;3000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
591;647;ЛОЖЬ;Внутренний мир Visual J++ ( + дискета );30,00;DiaSoft;528;84х108\16;17.10.1997;3000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
592;5355;ЛОЖЬ;JavaScript. Энциклопедия пользователя ( + CD-ROM );55,00;DiaSoft;464;84х108\16;20.12.2000;2000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
593;4429;ЛОЖЬ;Java 1.1. Энциклопедия пользователя ( + CD-ROM );284,76;Sams Pablishing;0;;;0;Программирование для Интернет;Java, J++, JBuilder, JavaScript
594;4430;ЛОЖЬ;Visual J++. Энциклопедия пользователя ( + CD-ROM );284,76;Sams Pablishing;0;;;0;Программирование для Интернет;Java, J++, JBuilder, JavaScript
595;5111;ЛОЖЬ;Освой самостоятельно JavaScript 1.3 за 24 часа;24,60;Вильямс;304;70х100/16;05.09.2000;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
596;5256;ЛОЖЬ;Разработка приложений для электронной коммерции на Oracle 8i и Java.;37,80;Вильямс;336;70х100/16;20.10.2000;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
597;4465;ЛОЖЬ;Java 2.  Руководство разработчика.;57,00;Вильямс;719;70х100/16;22.12.1999;3500;Программирование для Интернет;Java, J++, JBuilder, JavaScript
598;1061;ЛОЖЬ;Языки программирования Java и Java Script;25,80;Лори;242;70х100\16;24.03.1998;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
599;3734;ЛОЖЬ;JavaBeans;32,84;Лори;0;;;0;Программирование для Интернет;Java, J++, JBuilder, JavaScript
600;5007;ЛОЖЬ;Java и Corba в приложениях клиент- сервер;78,25;Лори;712;84х108/16;25.08.2000;3200;Программирование для Интернет;Java, J++, JBuilder, JavaScript
601;5068;ЛОЖЬ;Практические занятия по JavaScript(+ дискета);20,46;Наука и техника;128;70х100/16;11.08.2000;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
602;1016;ЛОЖЬ;JavaScnipt. Справочник.;9,24;Питер;192;84х108/32;30.11.1997;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
603;3438;ЛОЖЬ;Java Script Справочник(наиболее полное руководство);9,78;Питер;0;;;0;Программирование для Интернет;Java, J++, JBuilder, JavaScript
604;4917;ЛОЖЬ;JavaScript: сборник рецептов для професионалов;18,06;Питер;416;70х100/16;26.05.2000;5000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
605;888;ЛОЖЬ;Программирование на Java с помощью Visual J++;10,04;Попурри;346;70х100;;6000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
606;5120;ЛОЖЬ;Java 2. Учебное пособие;25,09;Три Л;320;70х100/16;15.05.2000;3000;Программирование для Интернет;Java, J++, JBuilder, JavaScript
607;3606;ЛОЖЬ;Dynamic HTML Руководство разработчика;13,80;BHV Киев;397;70х100/16;08.10.1999;3500;Программирование для Интернет;HTML, XML
608;5531;ИСТИНА;CSS и DHTML.  Wеb-профессионалам;15,90;BHV Киев;272;60х90/16;20.02.2001;6000;Программирование для Интернет;HTML, XML
609;5338;ЛОЖЬ;Самоучитель UML;16,06;BHV С.-Петербург;304;70х100/16;19.12.2000;5000;Программирование для Интернет;HTML, XML
610;5454;ЛОЖЬ;Справочник Web-мастера. XML;19,91;BHV С.-Петербург;304;70х100/16;22.01.2001;5000;Программирование для Интернет;HTML, XML
611;4784;ЛОЖЬ;XML. В подлиннике;34,21;BHV С.-Петербург;736;70х100/16;26.04.2000;4000;Программирование для Интернет;HTML, XML
612;5478;ИСТИНА;Динамический HTML. Самоучитель;24,50;Бином;496;70х100/16;07.02.2001;4000;Программирование для Интернет;HTML, XML
613;5408;ЛОЖЬ;Создание документов XML для Web;24,60;Вильямс;256;70х100/16;01.11.2000;5000;Программирование для Интернет;HTML, XML
614;5407;ЛОЖЬ;Применение UML и шаблонов проектирования;37,80;Вильямс;496;70х100/16;15.08.2000;5000;Программирование для Интернет;HTML, XML
615;5209;ЛОЖЬ;Использование HTML 4,  6-е изд.Специальное изд. с CD-ROM;47,40;Вильямс;1008;70х100/16;01.10.2000;4000;Программирование для Интернет;HTML, XML
616;5524;ИСТИНА;XML и IE5. Справочник программиста;28,22;Лори;418;70х100/16;15.02.2001;3200;Программирование для Интернет;HTML, XML
617;5529;ИСТИНА;XML. Язык форматирования документов WWW;5,42;Майор;160;60х84/16;04.12.2000;4000;Программирование для Интернет;HTML, XML
618;4830;ЛОЖЬ;Самоучитель HTML с приложением;13,86;Питер;240;70х100/16;28.04.2000;5000;Программирование для Интернет;HTML, XML
619;4207;ЛОЖЬ;XML справочник;15,06;Питер;480;70х100/16;11.08.1999;3000;Программирование для Интернет;HTML, XML
620;4248;ЛОЖЬ;FrontPage 2000 для пользователя;12,00;BHV Киев;334;70х100/16;07.09.1999;4000;Программирование для Интернет;FrontPage
621;5067;ЛОЖЬ;FrontPage 2000 полное руководство. ( + CD-ROM );43,50;BHV Киев;752;70х100/16;16.06.2000;5000;Программирование для Интернет;FrontPage
622;4559;ЛОЖЬ;Macrosoft FrontPage 2000. Учебный курс;14,70;Питер;352;70х100/16;26.11.1999;5000;Программирование для Интернет;FrontPage
623;5133;ЛОЖЬ;Эффективная работа с FrontPage 2000;24,42;Питер;720;70х100/16;19.07.2000;5000;Программирование для Интернет;FrontPage
624;4980;ЛОЖЬ;MS FrontPage 2000 шаг за шагом ( + CD-ROM );25,90;Эком;328;70х100/16;01.03.2000;3000;Программирование для Интернет;FrontPage
625;5530;ИСТИНА;Perl 5. Wеb-профессионалам;13,38;BHV Киев;208;60х90/16;20.02.2001;6000;Программирование для Интернет;CGI, Perl
626;871;ЛОЖЬ;Изучаем Perl;16,98;BHV Киев;320;70х100;;5000;Программирование для Интернет;CGI, Perl
627;3605;ЛОЖЬ;CGI\Perl: Создание программ для WEB с приложением.;34,50;BHV Киев;624;70х100/16;05.03.1999;4000;Программирование для Интернет;CGI, Perl
628;4751;ЛОЖЬ;Самоучитель Perl.;22,80;BHV С.-Петербург;432;70х100/16;20.04.2000;5000;Программирование для Интернет;CGI, Perl
629;5320;ЛОЖЬ;Perl. Архив программ;45,48;Бином;720;70х100/16;02.12.2000;5000;Программирование для Интернет;CGI, Perl
630;5072;ЛОЖЬ;Освой самостоятельно Perl  за 24 часа. ( + CD-ROM );24,60;Вильямс;384;70х100/16;04.08.2000;5000;Программирование для Интернет;CGI, Perl
631;5116;ЛОЖЬ;CGI программирование. Учебный курс;18,48;Питер;416;70х100/16;31.07.2000;5000;Программирование для Интернет;CGI, Perl
632;4526;ЛОЖЬ;Perl. Библиотека программиста;23,10;Питер;736;70х100/16;;5000;Программирование для Интернет;CGI, Perl
633;4500;ЛОЖЬ;Основы программирования на языке Perl;10,13;Радио и связь;144;60х88/16;;3000;Программирование для Интернет;CGI, Perl
634;4942;ЛОЖЬ;Web-сайт своими руками.;14,08;BHV С.-Петербург;224;70х100/16;07.07.2000;4000;Программирование для Интернет;Web - дизайн в целом
635;907;ЛОЖЬ;Освой самостоятельно Создание Web-страниц с помощь;65,31;Бином;470;70х100\16;22.01.1998;6000;Программирование для Интернет;Web - дизайн в целом
636;5219;ЛОЖЬ;Новейший самоучитель по созданию WEB-страниц;19,84;ДЕСС КОМ;448;70х100/16;21.09.2000;2000;Программирование для Интернет;Web - дизайн в целом
637;5321;ЛОЖЬ;Уроки Web-мастера. Технология и инструменты;37,90;Корона Принт;448;70х100/16;21.11.2000;3000;Программирование для Интернет;Web - дизайн в целом
638;4916;ЛОЖЬ;Как создаются Web сайты: краткий курс;6,96;Питер;224;84х108/32;25.05.2000;7000;Программирование для Интернет;Web - дизайн в целом
639;5129;ЛОЖЬ;Изучаем Интернет, создаем Web страничку;8,10;Питер;256;84х108/32;28.06.2000;5000;Программирование для Интернет;Web - дизайн в целом
640;1017;ЛОЖЬ;Секреты разработки Web-приложений на Visual Basic 5 +CD;10,02;Питер;394;70х100/16;16.02.1998;5000;Программирование для Интернет;Web - дизайн в целом
641;4306;ЛОЖЬ;Интернет-программирование.;12,09;BHV С.-Петербург;214;70х100/16;24.12.1999;3000;Программирование для Интернет;Другие книги
642;5215;ЛОЖЬ;Macromedia Dreamweaver 3.;25,63;BHV С.-Петербург;432;70х100/16;10.11.2000;3000;Программирование для Интернет;Другие книги
643;650;ЛОЖЬ;Разработка Internet-приложений в Delphi 2 ( + CD-ROM ).;9,00;DiaSoft;640;60х84/16;24.02.1997;3000;Программирование для Интернет;Другие книги
644;5149;ЛОЖЬ;Язык программирования Python. Справочник;29,00;DiaSoft;336;70х100/16;25.09.2000;3000;Программирование для Интернет;Другие книги
645;4332;ЛОЖЬ;Web Development VB 5 (+CD);284,76;Que Corporation;0;;;0;Программирование для Интернет;Другие книги
646;5256;ЛОЖЬ;Разработка приложений для электронной коммерции на Oracle 8i и Java.;37,80;Вильямс;336;70х100/16;20.10.2000;5000;Программирование для Интернет;Другие книги
647;5190;ЛОЖЬ;Язык VRML. Практическое руководство;10,00;Диалог-МИФИ;288;60х84/16;25.09.2000;4000;Программирование для Интернет;Другие книги
648;2252;ЛОЖЬ;Создание Web-публикаций в PageMill 2.0 с приложением.;10,68;Лори;348;70х100/16;25.04.1998;5500;Программирование для Интернет;Другие книги
649;4538;ЛОЖЬ;Библиотека программиста VBScript и ActiveX;15,06;Питер;368;70х100/16;;4000;Программирование для Интернет;Другие книги
650;5465;ЛОЖЬ;Средства разработки VBA-программиста. Офисное программирование. 1-й том;20,00;Русская редакция;0;60х90/16;02.02.2001;5000;Программирование для Интернет;Другие книги
651;1019;ЛОЖЬ;Звуковая студия в РС;9,94;BHV С.-Петербург;256;70х100/16;02.02.1998;7000;Мультимедиа;Звук
652;3244;ЛОЖЬ;Аранжировка в музыке на PC;10,34;BHV С.-Петербург;272;70х100/16;28.02.1999;5000;Мультимедиа;Звук
653;1547;ЛОЖЬ;Персональный оркестр в PC.;11,12;BHV С.-Петербург;240;70х100/16;26.05.1998;7000;Мультимедиа;Звук
654;3917;ЛОЖЬ;600 звуковых и музыкальных программ;22,44;BHV С.-Петербург;624;70х100/16;23.07.1999;3000;Мультимедиа;Звук
655;5259;ЛОЖЬ;Обработка звука на РС  с дискетой;57,26;BHV С.-Петербург;1248;70х100/16;24.11.2000;3000;Мультимедиа;Звук
656;4096;ЛОЖЬ;Компьютерная обработка звука;17,60;ДМК;384;70х100/16;22.10.1999;3000;Мультимедиа;Звук
657;5169;ЛОЖЬ;Для программистов. Руководство программиста по работе со звуком;30,86;ДМК;432;70х100/16;06.09.2000;3000;Мультимедиа;Звук
658;4310;ЛОЖЬ;Музыка в формате MP 3;12,49;ДЭСС;223;70х100/16;01.10.1999;5000;Мультимедиа;Звук
659;4898;ЛОЖЬ;Компьюторная обработка звуков;20,75;Нолидж;240;70х100/16;07.06.2000;3000;Мультимедиа;Звук
660;4541;ЛОЖЬ;Программный синтезатор Rebirth RB- 338;19,58;Эком;208;70х100/16;;5000;Мультимедиа;Звук
661;5094;ЛОЖЬ;Музыка на PC своими руками;14,52;BHV С.-Петербург;352;70х100/16;01.09.2000;3000;Мультимедиа;Общие вопросы
662;314;ЛОЖЬ;Оптимизация мультимедиа ПК ( + CD-ROM );15,00;DiaSoft;352;60х84/16;31.03.1997;3000;Мультимедиа;Общие вопросы
663;4679;ЛОЖЬ;Музыкальные возможности компьютера Справочник;14,70;Питер;432;70х100/16;31.01.2000;5000;Мультимедиа;Общие вопросы
664;4170;ЛОЖЬ;Компьютер для музыкантов любителей и профессионалов.: Практ. пособ. том 1,2 е издание;24,64;Триумф;350;70х100/16;25.09.1999;7000;Мультимедиа;Общие вопросы
665;5016;ЛОЖЬ;Компьюторные игры: как это делается;59,15;Логрус.РУ;544;70х100/16;;0;Компьютерные игры;
666;1531;ЛОЖЬ;Спутниковое телевидение;9,24;BHV С.-Петербург;288;70х100\16;05.06.1998;3000;Радио, электроника и бытовая техника;
667;5314;ЛОЖЬ;Система схемотехнического моделирования Micro-CAP 6;18,95;Горячая линия -Телеком;344;60х88/16;30.09.2000;3000;Радио, электроника и бытовая техника;
668;4949;ЛОЖЬ;Основы проектирования печатных плат в;26,43;Горячая линия -Телеком;620;60х88/16;20.05.2000;5000;Радио, электроника и бытовая техника;
669;4863;ЛОЖЬ;Видео на вашем компьюторе;11,35;ДМК;240;60х88/16;05.05.2000;3000;Радио, электроника и бытовая техника;
670;4996;ЛОЖЬ;Цветомузыкальные установки;12,86;ДМК;250;60х88/16;05.07.2000;3000;Радио, электроника и бытовая техника;
671;5489;ИСТИНА;Устройство аудио- и видеоаппаратуры. Том 1;13,13;ДМК;288;70х100/16;23.01.2001;3000;Радио, электроника и бытовая техника;
672;3602;ЛОЖЬ;Ремонт и обслуживание. Выпуск 4. Импортные телевизоры;18,19;ДМК;200;60х88\8;24.03.1998;5000;Радио, электроника и бытовая техника;
673;2577;ЛОЖЬ;Музыкальные центры. Ремонт и обслуживание. вып.1. Под ред. Куликова Г.В.;21,25;ДМК;328;60х88\8;06.11.1998;5000;Радио, электроника и бытовая техника;
674;4297;ЛОЖЬ;Видеокамеры (Ремонт и обслуживание вып.13);29,24;ДМК;248;60х88/8;10.12.1999;0;Радио, электроника и бытовая техника;
675;5317;ЛОЖЬ;Теоритические основы электротехники: Курс лекций;23,92;Корона Принт;368;70х100/16;14.01.2000;10000;Радио, электроника и бытовая техника;
676;5001;ЛОЖЬ;Уроки радиотехника;30,32;Корона Принт;592;70х100/16;01.08.2000;5000;Радио, электроника и бытовая техника;
677;1387;ЛОЖЬ;Справочник Аналоги отечественных и зарубежных диодов и тирис;7,68;КубК;0;1;;5000;Радио, электроника и бытовая техника;
678;1388;ЛОЖЬ;Справочник т.4 Интегральные микросхемы серии К507-К543;21,11;КубК;0;1;;5000;Радио, электроника и бытовая техника;
679;420;ЛОЖЬ;Как выбрать видеокамеру? (Энциклопедия начинающего видеолюбителя);4,61;Лань;512;70х100/16;25.10.1996;29000;Радио, электроника и бытовая техника;
680;5181;ЛОЖЬ;Вещание без помех;112,19;Мир;286;70х100/16;05.09.2000;2000;Радио, электроника и бытовая техника;
681;5180;ЛОЖЬ;Новости на TV;112,19;Мир;286;70х100/16;05.09.2000;2000;Радио, электроника и бытовая техника;
682;416;ЛОЖЬ;Охранные системы (выпуск 4);10,50;Наука и техника;128;70х100\16;;10000;Радио, электроника и бытовая техника;
683;5142;ЛОЖЬ;Цифровая электроника;15,16;Наука и техника;202;70х100/16;28.06.2000;4000;Радио, электроника и бытовая техника;
684;3357;ЛОЖЬ;Измерительная лаборатория начинающего радиолюбителя;3,00;Радио и связь;144;60х84\16;18.05.1995;20000;Радио, электроника и бытовая техника;
685;5319;ЛОЖЬ;Язык описания цифровых устройств AlteraHDL. Практический курс;35,37;РадиоСофт (КубК);224;70х100/16;30.09.2000;3000;Радио, электроника и бытовая техника;
686;4273;ЛОЖЬ;Микросхемы современных телевизоров Серия ремонт вып. 33;12,06;СОЛОН - Р;208;60x88/16;;10000;Радио, электроника и бытовая техника;
687;4272;ЛОЖЬ;Зарубежные переносные черно белые телевизоры Серия  ремонт вып.32;21,18;СОЛОН - Р;147;60x88/8;;5000;Радио, электроника и бытовая техника;
688;1407;ЛОЖЬ;Ремонт импортных видеомагнитофонов вып.2;25,00;Сервис-Пресс;151;60х88/8;;5000;Радио, электроника и бытовая техника;
689;1007;ЛОЖЬ;Магнитолы зарубежных фирм.Серия Ремонт вып.20;17,34;Солон;296;60х88/8;;10000;Радио, электроника и бытовая техника;
690;1288;ЛОЖЬ;Ремонт микроволновых печей.Серия Ремонт вып.19;19,12;Солон;270;60х88/8;;10000;Радио, электроника и бытовая техника;
691;369;ЛОЖЬ;Блоки питания импортных телевизоров.Серия Ремонт вып.13;20,14;Солон;192;60х88/8;;10000;Радио, электроника и бытовая техника;
692;3384;ЛОЖЬ;Система сквозного проектирования электронных устройств;22,68;Солон;704;70х100/16;;5000;Радио, электроника и бытовая техника;
693;415;ЛОЖЬ;"Практика измерений в телевизионой технике. Серия ""Ремонт"", вып.11";23,80;Солон;190;60х88/8;;10000;Радио, электроника и бытовая техника;
694;1006;ЛОЖЬ;"Блоки питания современных телевизоров (книга 2). Серия ""Ремонт"", выпуск 18";27,00;Солон;216;60х88/8;;15000;Радио, электроника и бытовая техника;
695;1005;ЛОЖЬ;Телевизоры зарубежных фирм .Серия Ремонт вып.17;32,25;Солон;208;60х88/8;;10000;Радио, электроника и бытовая техника;
696;5303;ЛОЖЬ;Создание кино и видеофильмов как увлекательный бизнес.;36,63;Триумф;352;70х100/16;25.07.2000;5000;Радио, электроника и бытовая техника;
